year,fips_code,state,county_name,population
1995,54087,WV,Roane County,15317
1996,54087,WV,Roane County,15359
1997,54087,WV,Roane County,15349
1998,54087,WV,Roane County,15323
1999,54087,WV,Roane County,15413
1990,54089,WV,Summers County,14110
1991,54089,WV,Summers County,13971
1992,54089,WV,Summers County,14171
1993,54089,WV,Summers County,14105
1994,54089,WV,Summers County,13987
1995,54089,WV,Summers County,14037
1996,54089,WV,Summers County,13857
1997,54089,WV,Summers County,13795
1998,54089,WV,Summers County,13919
1999,54089,WV,Summers County,13863
1990,54091,WV,Taylor County,15116
1991,54091,WV,Taylor County,15190
1992,54091,WV,Taylor County,15208
1993,54091,WV,Taylor County,15251
1994,54091,WV,Taylor County,15285
1995,54091,WV,Taylor County,15382
1996,54091,WV,Taylor County,15361
1997,54091,WV,Taylor County,15329
1998,54091,WV,Taylor County,15359
1999,54091,WV,Taylor County,15367
1990,54093,WV,Tucker County,7714
1991,54093,WV,Tucker County,7759
1992,54093,WV,Tucker County,7779
1993,54093,WV,Tucker County,7778
1994,54093,WV,Tucker County,7857
1995,54093,WV,Tucker County,7776
1996,54093,WV,Tucker County,7748
1997,54093,WV,Tucker County,7710
1998,54093,WV,Tucker County,7592
1999,54093,WV,Tucker County,7513
1990,54095,WV,Tyler County,9798
1991,54095,WV,Tyler County,9801
1992,54095,WV,Tyler County,9832
1993,54095,WV,Tyler County,9927
1994,54095,WV,Tyler County,9972
1995,54095,WV,Tyler County,10032
1996,54095,WV,Tyler County,10043
1997,54095,WV,Tyler County,9982
1998,54095,WV,Tyler County,9789
1999,54095,WV,Tyler County,9717
1990,54097,WV,Upshur County,22892
1991,54097,WV,Upshur County,23043
1992,54097,WV,Upshur County,23076
1993,54097,WV,Upshur County,23548
1994,54097,WV,Upshur County,23575
1995,54097,WV,Upshur County,23654
1996,54097,WV,Upshur County,23607
1997,54097,WV,Upshur County,23730
1998,54097,WV,Upshur County,23546
1999,54097,WV,Upshur County,23544
1990,54099,WV,Wayne County,41643
1991,54099,WV,Wayne County,41876
1992,54099,WV,Wayne County,41954
1993,54099,WV,Wayne County,42451
1994,54099,WV,Wayne County,42248
1995,54099,WV,Wayne County,42394
1996,54099,WV,Wayne County,42281
1997,54099,WV,Wayne County,42090
1998,54099,WV,Wayne County,41978
1999,54099,WV,Wayne County,41860
1990,54101,WV,Webster County,10692
1991,54101,WV,Webster County,10545
1992,54101,WV,Webster County,10475
1993,54101,WV,Webster County,10563
1994,54101,WV,Webster County,10419
1995,54101,WV,Webster County,10412
1996,54101,WV,Webster County,10387
1997,54101,WV,Webster County,10304
1998,54101,WV,Webster County,10238
1999,54101,WV,Webster County,10036
1990,54103,WV,Wetzel County,19199
1991,54103,WV,Wetzel County,19188
1992,54103,WV,Wetzel County,19137
1993,54103,WV,Wetzel County,19084
1994,54103,WV,Wetzel County,18864
1995,54103,WV,Wetzel County,18792
1996,54103,WV,Wetzel County,18633
1997,54103,WV,Wetzel County,18480
1998,54103,WV,Wetzel County,18307
1999,54103,WV,Wetzel County,18220
1990,54105,WV,Wirt County,5170
1991,54105,WV,Wirt County,5232
1992,54105,WV,Wirt County,5295
1993,54105,WV,Wirt County,5340
1994,54105,WV,Wirt County,5451
1995,54105,WV,Wirt County,5526
1996,54105,WV,Wirt County,5601
1997,54105,WV,Wirt County,5647
1998,54105,WV,Wirt County,5710
1999,54105,WV,Wirt County,5761
1990,54107,WV,Wood County,86936
1991,54107,WV,Wood County,87054
1992,54107,WV,Wood County,87399
1993,54107,WV,Wood County,87767
1994,54107,WV,Wood County,87884
1995,54107,WV,Wood County,87846
1996,54107,WV,Wood County,87457
1997,54107,WV,Wood County,87134
1998,54107,WV,Wood County,86694
1999,54107,WV,Wood County,86337
1990,54109,WV,Wyoming County,28956
1991,54109,WV,Wyoming County,28858
1992,54109,WV,Wyoming County,28991
1993,54109,WV,Wyoming County,28593
1994,54109,WV,Wyoming County,28397
1995,54109,WV,Wyoming County,28109
1996,54109,WV,Wyoming County,27891
1997,54109,WV,Wyoming County,27663
1998,54109,WV,Wyoming County,27341
1999,54109,WV,Wyoming County,26987
1990,55001,WI,Adams County,15706
1991,55001,WI,Adams County,16010
1992,55001,WI,Adams County,16246
1993,55001,WI,Adams County,16663
1994,55001,WI,Adams County,17228
1995,55001,WI,Adams County,17467
1996,55001,WI,Adams County,17822
1997,55001,WI,Adams County,18185
1998,55001,WI,Adams County,18427
1999,55001,WI,Adams County,18741
1990,55003,WI,Ashland County,16254
1991,55003,WI,Ashland County,16246
1992,55003,WI,Ashland County,16384
1993,55003,WI,Ashland County,16572
1994,55003,WI,Ashland County,16519
1995,55003,WI,Ashland County,16538
1996,55003,WI,Ashland County,16567
1997,55003,WI,Ashland County,16524
1998,55003,WI,Ashland County,16443
1999,55003,WI,Ashland County,16390
1990,55005,WI,Barron County,40775
1991,55005,WI,Barron County,41067
1992,55005,WI,Barron County,41633
1993,55005,WI,Barron County,42054
1994,55005,WI,Barron County,42443
1995,55005,WI,Barron County,42994
1996,55005,WI,Barron County,43302
1997,55005,WI,Barron County,43592
1998,55005,WI,Barron County,43839
1999,55005,WI,Barron County,44093
1990,55007,WI,Bayfield County,14037
1991,55007,WI,Bayfield County,14113
1992,55007,WI,Bayfield County,14216
1993,55007,WI,Bayfield County,14526
1994,55007,WI,Bayfield County,14691
1995,55007,WI,Bayfield County,14897
1996,55007,WI,Bayfield County,15047
1997,55007,WI,Bayfield County,15177
1998,55007,WI,Bayfield County,15187
1999,55007,WI,Bayfield County,15358
1990,55009,WI,Brown County,195281
1991,55009,WI,Brown County,198527
1992,55009,WI,Brown County,201206
1993,55009,WI,Brown County,204417
1994,55009,WI,Brown County,207046
1995,55009,WI,Brown County,210126
1996,55009,WI,Brown County,212415
1997,55009,WI,Brown County,214099
1998,55009,WI,Brown County,214942
1999,55009,WI,Brown County,216522
1990,55011,WI,Buffalo County,13573
1991,55011,WI,Buffalo County,13543
1992,55011,WI,Buffalo County,13662
1993,55011,WI,Buffalo County,13753
1994,55011,WI,Buffalo County,13872
1995,55011,WI,Buffalo County,13969
1996,55011,WI,Buffalo County,14145
1997,55011,WI,Buffalo County,14232
1998,55011,WI,Buffalo County,14240
1999,55011,WI,Buffalo County,14284
1990,55013,WI,Burnett County,13116
1991,55013,WI,Burnett County,13135
1992,55013,WI,Burnett County,13236
1993,55013,WI,Burnett County,13595
1994,55013,WI,Burnett County,13831
1995,55013,WI,Burnett County,14158
1996,55013,WI,Burnett County,14397
1997,55013,WI,Burnett County,14515
1998,55013,WI,Burnett County,14639
1999,55013,WI,Burnett County,14913
1990,55015,WI,Calumet County,34342
1991,55015,WI,Calumet County,34786
1992,55015,WI,Calumet County,35237
1993,55015,WI,Calumet County,35935
1994,55015,WI,Calumet County,36657
1995,55015,WI,Calumet County,37044
1996,55015,WI,Calumet County,37550
1997,55015,WI,Calumet County,37998
1998,55015,WI,Calumet County,38468
1999,55015,WI,Calumet County,39029
1990,55017,WI,Chippewa County,52389
1991,55017,WI,Chippewa County,52946
1992,55017,WI,Chippewa County,53306
1993,55017,WI,Chippewa County,53632
1994,55017,WI,Chippewa County,53851
1995,55017,WI,Chippewa County,53978
1996,55017,WI,Chippewa County,54061
1997,55017,WI,Chippewa County,54295
1998,55017,WI,Chippewa County,54566
1999,55017,WI,Chippewa County,54722
1990,55019,WI,Clark County,31647
1991,55019,WI,Clark County,31928
1992,55019,WI,Clark County,32148
1993,55019,WI,Clark County,32249
1994,55019,WI,Clark County,32392
1995,55019,WI,Clark County,32588
1996,55019,WI,Clark County,32844
1997,55019,WI,Clark County,33032
1998,55019,WI,Clark County,33139
1999,55019,WI,Clark County,33411
1990,55021,WI,Columbia County,45178
1991,55021,WI,Columbia County,45937
1992,55021,WI,Columbia County,46708
1993,55021,WI,Columbia County,47561
1994,55021,WI,Columbia County,48613
1995,55021,WI,Columbia County,49243
1996,55021,WI,Columbia County,49892
1997,55021,WI,Columbia County,50403
1998,55021,WI,Columbia County,51148
1999,55021,WI,Columbia County,51788
1990,55023,WI,Crawford County,15913
1991,55023,WI,Crawford County,15996
1992,55023,WI,Crawford County,16039
1993,55023,WI,Crawford County,16219
1994,55023,WI,Crawford County,16268
1995,55023,WI,Crawford County,16525
1996,55023,WI,Crawford County,16479
1997,55023,WI,Crawford County,16520
1998,55023,WI,Crawford County,16598
1999,55023,WI,Crawford County,16524
1990,55025,WI,Dane County,368545
1991,55025,WI,Dane County,377648
1992,55025,WI,Dane County,386311
1993,55025,WI,Dane County,395947
1994,55025,WI,Dane County,402964
1995,55025,WI,Dane County,409288
1996,55025,WI,Dane County,415209
1997,55025,WI,Dane County,422134
1998,55025,WI,Dane County,424665
1999,55025,WI,Dane County,428563
1990,55027,WI,Dodge County,76706
1991,55027,WI,Dodge County,77470
1992,55027,WI,Dodge County,78099
1993,55027,WI,Dodge County,78816
1994,55027,WI,Dodge County,79070
1995,55027,WI,Dodge County,79565
1996,55027,WI,Dodge County,81258
1997,55027,WI,Dodge County,82339
1998,55027,WI,Dodge County,83007
1999,55027,WI,Dodge County,83494
1990,55029,WI,Door County,25684
1991,55029,WI,Door County,25702
1992,55029,WI,Door County,25906
1993,55029,WI,Door County,26200
1994,55029,WI,Door County,26337
1995,55029,WI,Door County,26657
1996,55029,WI,Door County,26828
1997,55029,WI,Door County,26903
1998,55029,WI,Door County,27049
1999,55029,WI,Door County,27079
1990,55031,WI,Douglas County,41803
1991,55031,WI,Douglas County,42164
1992,55031,WI,Douglas County,42597
1993,55031,WI,Douglas County,42906
1994,55031,WI,Douglas County,42878
1995,55031,WI,Douglas County,42840
1996,55031,WI,Douglas County,42934
1997,55031,WI,Douglas County,43084
1998,55031,WI,Douglas County,43128
1999,55031,WI,Douglas County,42967
1990,55033,WI,Dunn County,35986
1991,55033,WI,Dunn County,36218
1992,55033,WI,Dunn County,36471
1993,55033,WI,Dunn County,37212
1994,55033,WI,Dunn County,37527
1995,55033,WI,Dunn County,37955
1996,55033,WI,Dunn County,38445
1997,55033,WI,Dunn County,38712
1998,55033,WI,Dunn County,39036
1999,55033,WI,Dunn County,39208
1990,55035,WI,Eau Claire County,85302
1991,55035,WI,Eau Claire County,85980
1992,55035,WI,Eau Claire County,86550
1993,55035,WI,Eau Claire County,87256
1994,55035,WI,Eau Claire County,87721
1995,55035,WI,Eau Claire County,88186
1996,55035,WI,Eau Claire County,88688
1997,55035,WI,Eau Claire County,89156
1998,55035,WI,Eau Claire County,89235
1999,55035,WI,Eau Claire County,89741
1990,55037,WI,Florence County,4630
1991,55037,WI,Florence County,4811
1992,55037,WI,Florence County,4969
1993,55037,WI,Florence County,5089
1994,55037,WI,Florence County,5186
1995,55037,WI,Florence County,5261
1996,55037,WI,Florence County,5236
1997,55037,WI,Florence County,5224
1998,55037,WI,Florence County,5179
1999,55037,WI,Florence County,5136
1990,55039,WI,Fond du Lac County,90244
1991,55039,WI,Fond du Lac County,91001
1992,55039,WI,Fond du Lac County,91548
1993,55039,WI,Fond du Lac County,92194
1994,55039,WI,Fond du Lac County,92829
1995,55039,WI,Fond du Lac County,93381
1996,55039,WI,Fond du Lac County,94200
1997,55039,WI,Fond du Lac County,94391
1998,55039,WI,Fond du Lac County,94559
1999,55039,WI,Fond du Lac County,94795
1990,55041,WI,Forest County,8778
1991,55041,WI,Forest County,8896
1992,55041,WI,Forest County,8986
1993,55041,WI,Forest County,9245
1994,55041,WI,Forest County,9320
1995,55041,WI,Forest County,9371
1996,55041,WI,Forest County,9535
1997,55041,WI,Forest County,9543
1998,55041,WI,Forest County,9677
1999,55041,WI,Forest County,9667
1990,55043,WI,Grant County,49322
1991,55043,WI,Grant County,49077
1992,55043,WI,Grant County,49291
1993,55043,WI,Grant County,49399
1994,55043,WI,Grant County,49523
1995,55043,WI,Grant County,49335
1996,55043,WI,Grant County,49427
1997,55043,WI,Grant County,49301
1998,55043,WI,Grant County,49292
1999,55043,WI,Grant County,49328
1990,55045,WI,Green County,30396
1991,55045,WI,Green County,30708
1992,55045,WI,Green County,31160
1993,55045,WI,Green County,31550
1994,55045,WI,Green County,31890
1995,55045,WI,Green County,32409
1996,55045,WI,Green County,32659
1997,55045,WI,Green County,33105
1998,55045,WI,Green County,33465
1999,55045,WI,Green County,33847
1990,55047,WI,Green Lake County,18654
1991,55047,WI,Green Lake County,18793
1992,55047,WI,Green Lake County,18918
1993,55047,WI,Green Lake County,19074
1994,55047,WI,Green Lake County,19216
1995,55047,WI,Green Lake County,19341
1996,55047,WI,Green Lake County,19391
1997,55047,WI,Green Lake County,19372
1998,55047,WI,Green Lake County,19508
1999,55047,WI,Green Lake County,19561
1990,55049,WI,Iowa County,20180
1991,55049,WI,Iowa County,20319
1992,55049,WI,Iowa County,20514
1993,55049,WI,Iowa County,20993
1994,55049,WI,Iowa County,21192
1995,55049,WI,Iowa County,21604
1996,55049,WI,Iowa County,21875
1997,55049,WI,Iowa County,22129
1998,55049,WI,Iowa County,22333
1999,55049,WI,Iowa County,22708
1990,55051,WI,Iron County,6157
1991,55051,WI,Iron County,6200
1992,55051,WI,Iron County,6308
1993,55051,WI,Iron County,6363
1994,55051,WI,Iron County,6457
1995,55051,WI,Iron County,6457
1996,55051,WI,Iron County,6454
1997,55051,WI,Iron County,6439
1998,55051,WI,Iron County,6346
1999,55051,WI,Iron County,6298
1990,55053,WI,Jackson County,16582
1991,55053,WI,Jackson County,16751
1992,55053,WI,Jackson County,16758
1993,55053,WI,Jackson County,16871
1994,55053,WI,Jackson County,16951
1995,55053,WI,Jackson County,17216
1996,55053,WI,Jackson County,17282
1997,55053,WI,Jackson County,17621
1998,55053,WI,Jackson County,17735
1999,55053,WI,Jackson County,17833
1990,55055,WI,Jefferson County,67996
1991,55055,WI,Jefferson County,68424
1992,55055,WI,Jefferson County,68994
1993,55055,WI,Jefferson County,70095
1994,55055,WI,Jefferson County,71607
1995,55055,WI,Jefferson County,72762
1996,55055,WI,Jefferson County,73023
1997,55055,WI,Jefferson County,73313
1998,55055,WI,Jefferson County,73601
1999,55055,WI,Jefferson County,74052
1990,55057,WI,Juneau County,21668
1991,55057,WI,Juneau County,22086
1992,55057,WI,Juneau County,22219
1993,55057,WI,Juneau County,22644
1994,55057,WI,Juneau County,23113
1995,55057,WI,Juneau County,23375
1996,55057,WI,Juneau County,23761
1997,55057,WI,Juneau County,23898
1998,55057,WI,Juneau County,23800
1999,55057,WI,Juneau County,24091
1990,55059,WI,Kenosha County,128700
1991,55059,WI,Kenosha County,131502
1992,55059,WI,Kenosha County,133757
1993,55059,WI,Kenosha County,135833
1994,55059,WI,Kenosha County,137310
1995,55059,WI,Kenosha County,139279
1996,55059,WI,Kenosha County,141329
1997,55059,WI,Kenosha County,142945
1998,55059,WI,Kenosha County,144388
1999,55059,WI,Kenosha County,146315
1990,55061,WI,Kewaunee County,18889
1991,55061,WI,Kewaunee County,18908
1992,55061,WI,Kewaunee County,19015
1993,55061,WI,Kewaunee County,19178
1994,55061,WI,Kewaunee County,19228
1995,55061,WI,Kewaunee County,19356
1996,55061,WI,Kewaunee County,19591
1997,55061,WI,Kewaunee County,19658
1998,55061,WI,Kewaunee County,19875
1999,55061,WI,Kewaunee County,19966
1990,55063,WI,La Crosse County,98128
1991,55063,WI,La Crosse County,98610
1992,55063,WI,La Crosse County,99409
1993,55063,WI,La Crosse County,100170
1994,55063,WI,La Crosse County,100938
1995,55063,WI,La Crosse County,101422
1996,55063,WI,La Crosse County,101936
1997,55063,WI,La Crosse County,102080
1998,55063,WI,La Crosse County,102425
1999,55063,WI,La Crosse County,102438
1990,55065,WI,Lafayette County,16042
1991,55065,WI,Lafayette County,16012
1992,55065,WI,Lafayette County,16040
1993,55065,WI,Lafayette County,16093
1994,55065,WI,Lafayette County,16143
1995,55065,WI,Lafayette County,16435
1996,55065,WI,Lafayette County,16525
1997,55065,WI,Lafayette County,16324
1998,55065,WI,Lafayette County,16177
1999,55065,WI,Lafayette County,16020
1990,55067,WI,Langlade County,19501
1991,55067,WI,Langlade County,19735
1992,55067,WI,Langlade County,19892
1993,55067,WI,Langlade County,20010
1994,55067,WI,Langlade County,20241
1995,55067,WI,Langlade County,20441
1996,55067,WI,Langlade County,20467
1997,55067,WI,Langlade County,20554
1998,55067,WI,Langlade County,20486
1999,55067,WI,Langlade County,20563
1990,55069,WI,Lincoln County,27083
1991,55069,WI,Lincoln County,27530
1992,55069,WI,Lincoln County,27948
1993,55069,WI,Lincoln County,28334
1994,55069,WI,Lincoln County,28765
1995,55069,WI,Lincoln County,29012
1996,55069,WI,Lincoln County,29308
1997,55069,WI,Lincoln County,29531
1998,55069,WI,Lincoln County,29750
1999,55069,WI,Lincoln County,29949
1990,55071,WI,Manitowoc County,80479
1991,55071,WI,Manitowoc County,80832
1992,55071,WI,Manitowoc County,81393
1993,55071,WI,Manitowoc County,81610
1994,55071,WI,Manitowoc County,81830
1995,55071,WI,Manitowoc County,82203
1996,55071,WI,Manitowoc County,82265
1997,55071,WI,Manitowoc County,82123
1998,55071,WI,Manitowoc County,82454
1999,55071,WI,Manitowoc County,82726
1990,55073,WI,Marathon County,115700
1991,55073,WI,Marathon County,116766
1992,55073,WI,Marathon County,118040
1993,55073,WI,Marathon County,119479
1994,55073,WI,Marathon County,120028
1995,55073,WI,Marathon County,120693
1996,55073,WI,Marathon County,121438
1997,55073,WI,Marathon County,122238
1998,55073,WI,Marathon County,123082
1999,55073,WI,Marathon County,123584
1990,55075,WI,Marinette County,40635
1991,55075,WI,Marinette County,40996
1992,55075,WI,Marinette County,41172
1993,55075,WI,Marinette County,41558
1994,55075,WI,Marinette County,42063
1995,55075,WI,Marinette County,42520
1996,55075,WI,Marinette County,42672
